CUSTOMERID,SANumber,isActive,AMB
K-4927293,OLSAL7979,1,8864
K-7712715,BRSAL1768,0,83292
K-1918782,BRSAL3155,1,6960
K-4915772,OLSAL9765,1,8718
K-9157587,BRSAL8670,1,39348
K-1526665,BRSAL9346,1,43993
K-8523950,OLSAL7638,1,1232
K-6834412,OLSAL6078,1,5234
K-6484261,BRSAL7612,1,52877
K-1854776,OLSAL9454,1,3452
K-1216854,OLSAL1579,1,5259
K-9624064,OLSAL4398,1,3265
K-3976699,OLSAL1206,1,7288
K-4516694,BRSAL6684,1,60756
K-8829196,BRSAL9378,1,62460
K-4143242,OLSAL8415,1,2365
K-4099677,BRSAL7709,1,18916
K-3610774,BRSAL5399,1,13053
K-1842049,BRSAL3637,1,19395
K-7724169,BRSAL6497,1,53410
K-8963914,OLSAL3708,1,8335
K-4956131,OLSAL4969,1,1038
K-5358689,OLSAL8912,1,4082
K-6381958,OLSAL8901,1,9198
K-4456538,OLSAL1046,0,1783
K-4855684,OLSAL9217,1,6790
K-6446848,BRSAL9299,1,15757
K-5249523,OLSAL9348,1,1531
K-9357834,BRSAL4304,1,8738
K-8498077,OLSAL2565,1,6104
K-7277808,OLSAL3709,1,8678
K-3245840,BRSAL4112,1,91792
K-7591064,OLSAL5421,1,279
K-8330116,BRSAL1844,1,72808
K-9136011,OLSAL7644,1,735
K-6080751,OLSAL4765,1,1489
K-4870784,BRSAL2758,1,84896
K-7943665,OLSAL8823,1,3561
K-6473339,OLSAL1719,1,7863
K-1613057,OLSAL7869,1,1087
K-5773788,OLSAL2104,1,5128
K-3504635,OLSAL9839,1,1878
K-1841764,BRSAL9089,1,58698
K-2325657,BRSAL4461,1,93969
K-1800499,OLSAL5468,1,3034
K-4314902,BRSAL6911,1,98948
K-7885572,OLSAL7666,1,4255
K-6620575,BRSAL8062,1,16565
K-9472714,BRSAL5582,0,40397
K-2918557,OLSAL9562,1,8899
K-6234820,BRSAL6899,1,77961
K-6226638,OLSAL8409,1,8651
K-7937731,OLSAL4059,1,2598
K-6074774,OLSAL6680,1,5077
K-8726573,BRSAL1779,1,88530
K-5531138,OLSAL1486,1,6117
K-3687161,OLSAL1659,0,9582
K-5605415,OLSAL5867,1,5481
K-9169616,BRSAL4328,1,93621
K-8282400,OLSAL4887,1,2002
K-4045929,BRSAL2184,1,20322
K-7855386,OLSAL3398,1,8977
K-1876395,BRSAL8204,1,75056
K-5147651,BRSAL1058,1,7355
K-8767985,BRSAL1042,1,77695
K-6231989,BRSAL4398,1,57431
K-4084575,BRSAL7805,1,27698
K-3660932,OLSAL2090,1,2095
K-3919634,OLSAL8234,1,3896
K-9293757,OLSAL6395,1,7626
K-6682473,BRSAL7132,1,13075
K-2407896,OLSAL7043,1,834
K-4254557,BRSAL8031,1,60954
K-3568180,OLSAL2384,1,4354
K-9847391,OLSAL2701,1,5097
K-8714603,BRSAL8191,1,87890
K-4337067,OLSAL6173,1,990
K-1937129,BRSAL4963,1,44031
K-6087810,OLSAL3535,1,4057
K-8382908,BRSAL7574,1,85434
K-5945145,OLSAL3189,1,3754
K-8594542,BRSAL6132,0,15367
K-8428254,BRSAL5219,1,17276
K-5694251,OLSAL9822,1,7849
K-4194562,BRSAL9259,1,75823
K-4096420,BRSAL6785,1,49936
K-8035250,OLSAL3800,1,9675
K-4781197,OLSAL2018,1,5494
K-9238502,OLSAL1610,1,1821
K-1180730,BRSAL2500,1,87747
K-7954241,BRSAL6820,1,89708
K-9771744,BRSAL2990,1,90111
K-6281367,BRSAL9982,1,25290
K-7505755,BRSAL3733,1,73334
K-1856446,BRSAL3229,1,11464
K-4760271,BRSAL2613,1,94418
K-7138103,BRSAL8801,1,79513
K-9436093,OLSAL9357,1,7132
K-1861783,OLSAL4091,1,9793
K-4012755,BRSAL3880,1,35719
K-8339484,BRSAL2527,1,9890
K-8610783,BRSAL7164,1,47519
K-1923289,OLSAL7610,1,5946
K-9949047,OLSAL4118,1,9358
K-6771593,BRSAL1945,1,38551
K-3297404,BRSAL4836,1,95461
K-9010711,OLSAL4088,1,6148
K-3309599,BRSAL7654,1,64106
K-2045112,OLSAL2921,1,3047
K-8408156,BRSAL2972,1,18766
K-8714274,BRSAL6740,1,27552
K-3668344,OLSAL3509,1,8331
K-9779316,OLSAL9870,1,1283
K-8694588,OLSAL8988,1,6646
K-7557304,OLSAL2276,1,9686
K-2825794,BRSAL9796,1,16977
K-1593245,OLSAL3602,1,8657
K-6425391,OLSAL6339,1,2374
K-6604858,OLSAL2203,1,1979
K-5398419,BRSAL1039,1,96309
K-5880561,OLSAL9222,1,4806
K-7525605,OLSAL5653,1,6724
K-2024509,BRSAL5764,1,17580
K-7414613,OLSAL2427,1,4912
K-9364874,BRSAL1562,1,99669
K-3232406,BRSAL9979,1,10723
K-2784882,BRSAL9738,1,84841
K-2574160,BRSAL6965,1,25573
K-3047251,BRSAL1450,1,35588
K-8332990,OLSAL6061,1,5807
K-6822181,OLSAL7975,0,4021
K-5969509,BRSAL1797,1,6650
K-9002725,BRSAL2768,1,36309
K-4421368,BRSAL3791,1,95456
K-8726111,BRSAL3014,1,27944
K-7378899,BRSAL1892,1,99637
K-5101199,OLSAL8804,1,6637
K-1940415,OLSAL9857,1,6278
K-3015877,OLSAL5794,1,9661
K-5367616,BRSAL8283,1,6599
K-3655646,OLSAL8371,1,8875
K-3064125,BRSAL1189,1,65626
K-9531362,BRSAL4901,1,34429
K-8346531,BRSAL6030,1,11325
K-8819040,OLSAL9949,1,6883
K-8319744,BRSAL3122,0,89673
K-1915782,OLSAL2757,1,373
K-8874478,BRSAL6321,1,58130
K-1672943,OLSAL6532,1,9386
K-1439371,BRSAL4217,1,44225
K-8434223,BRSAL7508,1,5932
K-3420209,BRSAL3236,1,40595
K-4194908,BRSAL2501,1,32926
K-1567649,OLSAL9926,1,9584
K-5284811,OLSAL1325,1,6598
K-4971748,OLSAL9853,1,9214
K-1308720,BRSAL4345,1,49108
K-5073230,OLSAL9179,1,9243
K-2610390,OLSAL4580,1,8533
K-5104981,OLSAL5204,1,5650
K-9327278,OLSAL8782,1,9939
K-3186036,BRSAL6529,1,99525
K-3687123,BRSAL2444,1,63110
K-5097206,OLSAL1145,1,5388
K-8309460,OLSAL4568,1,7176
K-9606519,BRSAL5883,1,33623
K-7301356,OLSAL6674,1,3424
K-4003827,BRSAL7917,1,68202
K-5341382,BRSAL4751,1,55221
K-8625344,OLSAL1002,1,9603
K-4507537,OLSAL5038,1,3976
K-4076549,OLSAL2487,1,4209
K-7830009,BRSAL7004,0,44273
K-1116124,OLSAL3556,0,2585
K-8440912,BRSAL7482,1,99587
K-6016289,BRSAL3696,1,81651
K-2131656,OLSAL3348,1,7480
K-2833796,OLSAL4816,1,1801
K-6804921,OLSAL3842,1,593
K-1252697,OLSAL6131,1,5207
K-3794995,OLSAL7799,1,3491
K-4793525,BRSAL2510,1,83518
K-9034234,BRSAL6252,1,67790
K-2903446,OLSAL2171,1,4847
K-3166749,BRSAL1130,1,83104
K-8250199,BRSAL5073,1,50043
K-7930945,OLSAL5571,1,3365
K-4631053,BRSAL3563,1,49088
K-5055488,OLSAL4276,1,6173
K-4160441,BRSAL1969,1,26773
K-3744182,BRSAL8128,1,50761
K-8912252,BRSAL2105,1,53944
K-6052617,BRSAL9737,1,93761
K-1120508,BRSAL6531,1,21017
K-2949412,OLSAL9591,1,2987
K-4141394,OLSAL1450,1,2067
K-9473331,BRSAL9157,1,48594
K-5332849,OLSAL2062,1,7405
K-7849778,BRSAL8463,1,73529
K-1391269,BRSAL9653,0,24562
K-3253928,OLSAL1777,1,9015
K-8273410,BRSAL4514,1,44957
K-4557558,BRSAL4577,1,78659
K-6128448,BRSAL2748,1,33613
K-8344590,BRSAL2826,1,85894
K-2289915,BRSAL8956,1,53415
K-2869604,BRSAL7854,1,47266
K-5979172,BRSAL8185,1,28588
K-6345278,BRSAL2195,1,23072
K-1761576,BRSAL1264,1,78389
K-4530359,BRSAL3919,1,83821
K-6917981,BRSAL6724,1,9151
K-9372306,BRSAL6581,1,6366
K-6564341,BRSAL7705,1,51473
K-5753677,BRSAL8696,1,18972
K-6489044,OLSAL6152,1,1851
K-4341965,BRSAL3028,1,15787
K-5377217,OLSAL1674,1,8368
K-5987920,BRSAL9397,1,14740
K-4268651,BRSAL2954,1,75586
K-5195165,BRSAL1527,1,72412
K-2020397,BRSAL7082,1,99432
K-7551373,BRSAL3582,1,65768
K-5495434,BRSAL6651,1,75553
K-3317454,BRSAL1625,1,76324
K-6918049,OLSAL4888,1,297
K-3502142,OLSAL5532,0,2772
K-7489796,OLSAL7774,1,9019
K-5744227,OLSAL8044,1,8538
K-5288112,BRSAL5866,1,21991
K-9992293,OLSAL1617,1,5867
K-8447099,BRSAL7764,1,91002
K-4059630,BRSAL7827,1,71392
K-3265049,OLSAL3785,1,4724
K-4551209,OLSAL1911,1,6361
K-8273158,BRSAL8094,1,7759
K-5980592,BRSAL9058,1,23577
K-2684526,BRSAL4088,1,49116
K-2735401,OLSAL1638,1,2952
K-2554859,OLSAL9749,1,8026
K-9615121,BRSAL5558,1,14763
K-2966651,OLSAL6984,1,9941
K-8259193,OLSAL4557,1,729
K-5198397,OLSAL9801,1,9215
K-4333683,BRSAL8397,1,22978
K-4423517,OLSAL3383,1,7771
K-6817309,OLSAL4674,1,1430
K-4790555,BRSAL4477,1,39526
K-2893193,OLSAL8046,1,1588
K-4594401,BRSAL3673,1,41076
K-9398893,OLSAL7360,1,314
K-3228240,OLSAL5806,1,7328
K-3143244,BRSAL4760,1,15658
K-5707822,OLSAL1426,1,3249
K-6101512,BRSAL2402,0,96337
K-3630284,OLSAL2179,1,5094
K-7083036,OLSAL7713,1,1500
K-4802619,OLSAL1870,1,3222
K-2033830,OLSAL9797,1,3375
K-6300159,OLSAL2944,1,4327
K-4547608,BRSAL2000,1,83750
K-9843260,OLSAL5055,1,6287
K-7141325,BRSAL9200,1,18024
K-6804744,BRSAL7410,1,60150
K-5631093,OLSAL4460,1,4492
K-1186750,BRSAL8296,0,99186
K-2520577,BRSAL5461,1,32103
K-7756052,OLSAL6700,1,6299
K-9852415,OLSAL6182,1,8384
K-2080358,BRSAL7490,1,93944
K-8837867,BRSAL7558,1,15591
K-9029741,BRSAL1661,1,28909
K-5167876,OLSAL7862,1,6413
K-6280241,BRSAL3756,1,60255
K-8907675,BRSAL3069,1,36815
K-8501405,BRSAL3082,1,27025
K-4692381,BRSAL2638,1,30213
K-6125934,OLSAL5989,1,6765
K-9185404,OLSAL8171,1,3327
K-3238470,BRSAL7953,1,98974
K-2566948,OLSAL3257,1,9395
K-8770427,BRSAL1398,1,43579
K-4875715,BRSAL9721,1,39786
K-7824925,BRSAL5161,1,97522
K-5464956,BRSAL2425,1,25785
K-6518131,OLSAL9064,1,7153
K-1990830,OLSAL1764,1,4643
K-9884404,BRSAL9598,1,54075
K-8791244,OLSAL1845,1,9033
K-5672953,OLSAL3139,1,384
K-4691770,BRSAL7740,1,11831
K-6163762,OLSAL5958,1,4941
K-8710425,OLSAL8092,1,4223
K-9940501,OLSAL2669,1,9310
K-4713387,BRSAL4332,1,7329
K-7514446,OLSAL5240,1,1332
K-1708268,BRSAL4755,1,81358
K-2336895,OLSAL8069,1,5883
K-1176770,OLSAL3723,1,9327
K-4268966,BRSAL8789,1,7927
K-3006067,BRSAL2129,1,72208
K-9122399,BRSAL9873,1,78249
K-6906798,OLSAL1887,1,4703
K-2478437,OLSAL5802,1,8885
K-3794948,OLSAL3186,1,8864
K-5797944,BRSAL6096,1,82286
K-3158160,OLSAL5904,1,3531
K-4545800,BRSAL8456,1,66887
K-5175878,BRSAL7596,1,75365
K-3065383,BRSAL9871,1,60273
K-6705754,BRSAL9573,1,82944
K-9616149,OLSAL5593,1,8624
K-2073702,OLSAL1536,1,2412
K-5501291,OLSAL4288,1,1199
K-3387493,OLSAL8761,1,3730
K-6718210,OLSAL2521,1,1527
K-9573269,BRSAL3966,1,47217
K-8982499,BRSAL5837,0,58724
K-4503662,OLSAL7690,1,5887
K-6104359,OLSAL5993,1,6589
K-9282908,BRSAL2478,1,14896
K-5662306,BRSAL5170,1,73564
K-2137544,OLSAL2875,1,8260
K-3811532,BRSAL4954,1,63796
K-8660302,BRSAL4321,1,16630
K-4751824,BRSAL4142,1,85800
K-5069148,OLSAL5642,1,9287
K-1296344,BRSAL3690,1,89588
K-6564097,OLSAL3741,1,258
K-7533661,BRSAL8042,1,10778
K-3453323,OLSAL7013,1,8688
K-6900048,BRSAL7210,1,42913
K-8494606,OLSAL8381,1,1807
K-4827744,OLSAL8288,1,1305
K-9762330,BRSAL7262,1,53089
K-7971656,BRSAL6748,1,55261
K-3141438,BRSAL4821,1,81663
K-4588699,OLSAL5577,1,9318
K-2320328,OLSAL9265,1,6686
K-5308627,BRSAL9387,1,26909
K-7623963,BRSAL9088,1,35400
K-7211978,BRSAL4174,1,86791
K-7076753,BRSAL5658,1,43500
K-1503891,BRSAL2674,1,93473
K-4536873,OLSAL4455,1,1987
K-5569597,OLSAL2619,1,133
K-7996193,BRSAL9677,1,9654
K-5913923,OLSAL4081,1,9877
K-4464574,OLSAL8854,1,4885
K-6680871,BRSAL7622,1,37224
K-9215119,BRSAL2397,1,66772
K-1573334,BRSAL9260,1,65306
K-3906095,OLSAL4334,1,4253
K-5409921,BRSAL8911,1,13979
K-6490504,OLSAL2959,1,6455
K-9642064,BRSAL7562,1,60099
K-6365289,BRSAL8990,1,8863
K-5346790,OLSAL4379,1,3032
K-7841946,OLSAL1966,0,8592
K-3630170,OLSAL4350,1,2021
K-1944995,BRSAL3205,1,58173
K-7649942,BRSAL1416,1,55911
K-9883298,BRSAL9383,1,36716
K-3398502,BRSAL6439,1,85992
K-3740310,OLSAL9404,0,1658
K-8934538,BRSAL7307,1,28368
K-1394359,BRSAL7362,1,5754
K-4714253,OLSAL1034,1,106
K-7171002,OLSAL9667,1,7675
K-6191755,OLSAL5227,1,4690
K-4956872,BRSAL5408,0,24833
K-2188069,OLSAL2765,1,5360
K-7316806,BRSAL6595,1,22053
K-1756693,OLSAL3532,1,9481
K-9710934,BRSAL8808,1,45482
K-8398666,OLSAL4871,1,8053
K-6258015,BRSAL6158,1,24916
K-6204117,BRSAL6938,1,72745
K-3632950,BRSAL2915,1,18635
K-6427771,BRSAL2582,1,93153
K-4605801,OLSAL2892,1,8276
K-8621526,BRSAL1460,1,97476
K-5418950,BRSAL1860,1,82153
K-4116564,BRSAL5636,1,24026
K-6258495,BRSAL6678,1,28148
K-7493805,BRSAL7520,1,36871
K-5694417,OLSAL6005,1,7724
K-5256628,BRSAL5747,1,78600
K-3819876,OLSAL4777,1,5501
K-4491595,BRSAL2529,1,27347
K-8177025,BRSAL2711,1,41578
K-2494304,BRSAL2650,1,70727
K-3400687,BRSAL4506,1,85224
K-4758850,OLSAL8024,1,8388
K-7947262,OLSAL8924,1,3688
K-2223442,OLSAL1709,1,683
K-1282310,BRSAL4075,1,62687
K-6240387,BRSAL6414,1,38806
K-1762626,BRSAL7581,1,7290
K-4053947,BRSAL7341,1,50784
K-9997290,OLSAL7903,1,2634
K-5080493,OLSAL2311,1,2900
K-9498866,BRSAL8387,1,26678
K-2571450,OLSAL2736,1,7892
K-2223914,OLSAL5834,1,1222
K-3634925,OLSAL5987,1,2467
K-7893314,OLSAL6948,1,124
K-8631379,BRSAL3744,1,8435
K-4600475,OLSAL3265,1,8596
K-2326106,BRSAL8041,1,90565
K-9481370,OLSAL2167,1,6890
K-8037694,OLSAL4682,1,7531
K-8248682,BRSAL9252,1,24788
K-8872509,OLSAL4495,1,2918
K-6930618,BRSAL8511,1,72784
K-5964498,BRSAL2094,1,57761
K-9990148,OLSAL9729,1,6099
K-8113754,BRSAL2981,1,45739
K-9423593,BRSAL2126,1,34686
K-5118671,OLSAL3343,1,394
K-3602467,BRSAL6695,1,27661
K-4191962,BRSAL6984,1,91267
K-3990474,BRSAL9674,1,95883
K-8525315,OLSAL5574,1,1238
K-6670033,BRSAL7593,1,77418
K-8662947,BRSAL3077,1,70179
K-8705043,OLSAL8748,1,8791
K-9459512,BRSAL2606,1,39283
K-3112664,OLSAL1669,1,3755
K-1117889,OLSAL6022,1,7679
K-9615304,BRSAL6572,1,47099
K-5764810,OLSAL3954,1,8131
K-8004329,BRSAL1842,1,23543
K-5664795,BRSAL7570,1,23280
K-5359159,BRSAL4407,1,63764
K-2642215,OLSAL7161,1,9214
K-1966222,OLSAL1953,1,4227
K-9657591,OLSAL1218,1,5554
K-1346475,BRSAL9630,1,66428
K-6646597,OLSAL5970,1,7236
K-7330952,OLSAL7948,1,8831
K-7071899,BRSAL1513,0,69272
K-2691622,BRSAL4392,1,27714
K-6869441,BRSAL2957,1,62597
K-9262182,OLSAL2562,1,6597
K-8418838,BRSAL6725,1,28639
K-2478833,OLSAL1561,1,2307
K-1384112,BRSAL5034,1,59371
K-7319483,BRSAL7850,1,87904
K-6564100,BRSAL3347,1,7480
K-2807202,OLSAL7963,1,9204
K-3100394,OLSAL7923,1,3389
K-1428275,OLSAL2564,1,5797
K-8565380,OLSAL8958,1,4555
K-2214280,BRSAL8340,1,68721
K-8166900,OLSAL9674,1,5395
K-1328170,OLSAL8733,1,571
K-3582146,BRSAL7652,1,65937
K-8771625,OLSAL6730,1,1919
K-7309298,OLSAL7685,1,1289
K-4459316,OLSAL7646,1,3542
K-4534798,OLSAL5293,1,9014
K-5576119,OLSAL7009,1,4401
K-6125717,BRSAL7138,1,58931
K-3371250,OLSAL2844,1,6528
K-4454570,OLSAL3091,1,7928
K-5531419,OLSAL9138,1,2381
K-9089714,OLSAL7656,1,6286
K-2609306,BRSAL7857,1,87719
K-6629771,BRSAL5948,1,70178
K-1246366,BRSAL9748,1,79394
K-6866861,OLSAL4749,1,8196
K-6924898,OLSAL5316,1,6725
K-9842764,BRSAL6582,1,33483
K-6330721,OLSAL2887,1,4081
K-5578764,BRSAL9590,1,88264
K-3520084,OLSAL1368,1,6341
K-5108364,BRSAL3945,1,80612
K-8832423,BRSAL8068,1,53448
K-1824212,OLSAL6581,1,2531
K-4966604,BRSAL7729,1,71199
K-9237209,BRSAL8259,1,78664
K-7533519,OLSAL3144,1,9807
K-3445903,OLSAL2288,1,7855
K-7021668,BRSAL7373,1,93954
K-2257589,BRSAL4644,1,43493
K-8515386,BRSAL5231,1,87804
K-4050469,BRSAL3036,1,22038
K-7803336,BRSAL1543,0,62127
K-6370074,BRSAL6157,1,30265
K-2564103,BRSAL1077,1,49999
K-6500079,OLSAL9509,1,8231
K-5709565,OLSAL5888,1,4358
K-4183079,BRSAL8974,1,50404
K-9544096,OLSAL1735,1,6464
K-9612104,OLSAL6661,1,1767
K-6910430,OLSAL9668,1,9330
K-1750640,BRSAL4708,1,8085
K-8373506,BRSAL7590,1,50956
K-9387724,OLSAL5108,1,7844
K-7838998,OLSAL4548,1,1306
K-8067852,OLSAL5091,1,2876
K-1627971,OLSAL8172,1,9538
K-2258270,BRSAL8184,1,69263
K-6000222,OLSAL1107,1,6301
K-3426710,OLSAL5078,1,5851
K-7176388,OLSAL5813,1,2183
K-5307985,OLSAL6343,1,1049
K-1780583,OLSAL8557,1,9885
K-4629434,OLSAL5789,1,9960
K-7408575,BRSAL9362,1,22825
K-1133897,OLSAL2497,1,4210
K-4563082,BRSAL4369,1,60835
K-9090489,BRSAL2223,1,77534
K-4213966,BRSAL2523,1,39867
K-8644404,BRSAL7283,1,23170
K-2655784,OLSAL6926,1,1698
K-2131181,OLSAL7242,1,1501
K-3740692,BRSAL5431,1,86313
K-8655628,BRSAL2595,1,99856
K-4657692,BRSAL7444,1,92846
K-9329032,BRSAL8943,1,11434
K-9757987,BRSAL3375,1,93444
K-9269907,BRSAL6660,1,98283
K-4172723,BRSAL1355,1,51449
K-6255893,OLSAL4706,1,2073
K-9230836,BRSAL6265,1,71720
K-8351853,OLSAL7728,1,619
K-5004797,OLSAL4001,1,710
K-1235459,BRSAL7903,1,35030
K-7783659,BRSAL4919,1,51320
K-2905470,OLSAL2647,1,5514
K-3660754,OLSAL3859,1,7346
K-3537083,OLSAL2350,1,624
K-4947014,OLSAL4040,1,9188
K-8499205,BRSAL6983,1,33070
K-7423586,BRSAL6583,1,42956
K-8816727,BRSAL3254,1,70487
K-4822782,BRSAL1127,1,16635
K-8850522,BRSAL2934,1,97098
K-8322203,OLSAL1967,1,7320
K-5482078,BRSAL5723,1,69201
K-6055079,OLSAL7669,1,9338
K-9822983,BRSAL9145,1,32885
K-7907150,BRSAL4097,1,58511
K-6998125,BRSAL1749,1,65143
L-8559248,BRSAS9008,1,7858067
L-7587597,OLSAS2849,1,3763464
L-3275630,BRSAS3584,1,1134823
L-6975794,BRSAS5974,1,6834158
L-4255099,OLSAS1286,1,4415901
L-4448085,BRSAS9944,1,5544077
L-3916365,BRSAS9858,1,6377579
L-4797983,OLSAS8992,1,2332952
L-7682423,BRSAS2952,0,3268629
L-4064262,BRSAS5724,1,7112906
L-7566745,OLSAS3973,1,1317959
L-8181782,BRSAS2788,1,8063105
L-8170823,BRSAS3702,1,3362708
L-1830776,BRSAS1031,1,466321
L-9423950,OLSAS4043,1,2655126
L-2405533,BRSAS7036,0,3891421
L-1160792,BRSAS3793,1,1955862
L-4701333,BRSAS1634,1,4533705
L-8191214,OLSAS8074,1,1256010
L-7258462,OLSAS6377,1,3016559
L-1165427,BRSAS6671,1,3975323
L-1215565,OLSAS3494,1,2250954
L-6555938,BRSAS5375,1,8564934
L-4098028,OLSAS4748,1,3662570
L-3250910,BRSAS3410,1,8584008
L-9659627,BRSAS1639,1,2680626
L-3800904,OLSAS2147,1,205586
L-6942553,BRSAS8364,1,9145792
L-3439467,OLSAS6666,1,149649
L-1882737,BRSAS2374,1,3563706
L-9440070,OLSAS8513,1,2695559
L-4551168,BRSAS4829,1,2769645
L-7216170,BRSAS4451,1,5445710
L-1637079,BRSAS6897,1,5783027
L-2210879,OLSAS3956,1,3352494
L-7156824,OLSAS3218,1,976302
L-9345577,BRSAS2207,1,5103294
L-9846094,BRSAS3495,1,2191779
L-2094624,OLSAS1222,1,218362
L-9749095,BRSAS6303,0,7758304
L-5538834,BRSAS3041,1,9490463
L-3566179,BRSAS9047,1,9087829
L-5946022,OLSAS5910,1,3479475
L-9230746,BRSAS8086,1,7619095
L-5109394,BRSAS3426,1,1970743
L-5700734,BRSAS1935,1,5980172
L-2218913,BRSAS6746,1,4907695
L-8319894,OLSAS7058,1,4685443
L-9358466,OLSAS8728,1,681535
L-1499396,BRSAS2639,1,2066622
L-1988066,BRSAS2401,1,5090873
L-7307458,BRSAS4507,1,9511822
L-3219355,BRSAS6953,1,2586853
L-7603817,OLSAS3079,1,1573531
L-6930213,OLSAS5226,1,4741580
L-1271035,BRSAS2338,1,5631964
L-4608975,BRSAS2506,1,1317510
L-7186208,OLSAS1283,1,1376045
L-1356148,OLSAS5191,1,1013225
L-9016416,BRSAS4375,1,6869786
L-5919787,BRSAS5414,1,8053786
L-5599977,BRSAS1104,1,8517749
L-6857466,BRSAS6062,1,3595553
L-6953896,BRSAS8938,1,2737798
L-2018315,OLSAS3484,1,2994814
L-2394046,OLSAS9068,1,4049390
L-4569887,OLSAS2125,1,4233690
L-3936334,BRSAS7010,1,1408533
L-1925278,BRSAS4531,1,255223
L-6639152,OLSAS2022,1,3259569
L-7775408,BRSAS6822,1,7546003
L-4956113,OLSAS7415,0,3965936
L-9466342,OLSAS8179,1,3470090
L-8180638,OLSAS1045,1,3276362
L-6522209,OLSAS1352,1,1206324
L-2075231,BRSAS1773,1,1049516
L-6662155,BRSAS1899,1,5534375
L-8585650,OLSAS4567,1,4251372
L-2335704,OLSAS5889,1,2774415
L-2861170,OLSAS9025,1,4656093
L-1216922,BRSAS7375,1,6674357
L-6136185,BRSAS5316,1,9028022
L-1313907,OLSAS8953,1,2062856
L-3599283,BRSAS5885,1,1976035
L-3639221,BRSAS4898,1,9439066
L-8901548,OLSAS8961,1,2425775
L-8768726,OLSAS6117,1,3053595
L-1265635,BRSAS9510,1,2397577
L-5302881,BRSAS7267,1,7193621
L-5609362,BRSAS1613,1,7299853
L-2430709,BRSAS7935,1,4918467
L-3355781,BRSAS7868,1,7622651
L-4625122,OLSAS1528,1,3913906
L-4945570,OLSAS1230,1,1516447
L-9119176,OLSAS2643,1,3751896
L-6432976,BRSAS6128,1,821910
L-9022498,OLSAS6187,1,549403
L-9031828,OLSAS2673,1,1684466
L-6662817,BRSAS6659,1,5596152
L-2324288,OLSAS3943,1,4734823
L-9702690,OLSAS8295,1,2564612
L-4895119,BRSAS7791,1,7862022
L-4414971,BRSAS6308,1,2684852
L-6505626,BRSAS8256,1,7547575
L-8704319,BRSAS8827,1,5833511
L-2096230,OLSAS6901,0,1715932
L-4169791,OLSAS2007,1,2537308
L-4464997,BRSAS1471,1,3949299
L-3479378,BRSAS2881,1,4983371
L-8984851,OLSAS6508,1,4906084
L-9848508,OLSAS7493,1,1498699
L-5501659,BRSAS8154,1,6393260
L-4529200,OLSAS7360,1,1432896
L-3046915,BRSAS2764,1,5672540
L-6124230,OLSAS9314,1,4057485
L-7420898,OLSAS5157,1,356453
L-3016346,OLSAS8051,1,707339
L-4589127,BRSAS1596,1,6269151
L-7459810,BRSAS9167,1,730732
L-1726956,OLSAS4511,1,2999971
L-7195267,BRSAS1496,1,1232644
L-3068413,BRSAS1269,1,5315122
L-4174317,OLSAS5043,1,3043700
L-2128808,OLSAS3435,1,894358
L-1199760,BRSAS8483,1,1374256
L-9395862,BRSAS4879,1,124679
L-8143674,BRSAS6424,1,8144029
L-8302604,BRSAS9326,1,7938409
L-2032520,OLSAS3299,1,1781057
L-8728997,BRSAS9572,1,5191881
L-5722429,OLSAS7630,1,2164211
L-2857448,BRSAS8113,1,1855891
L-1807407,OLSAS9024,1,4197128
L-9210955,BRSAS8021,1,3468223
L-6007333,BRSAS3570,1,7881742
L-4053183,BRSAS6901,1,5162076
L-9005386,OLSAS6078,1,431323
L-2101867,BRSAS6352,1,3687472
L-7917259,OLSAS6203,1,4146944
L-3404461,BRSAS7166,1,7203492
L-6186609,BRSAS7272,1,6816366
L-3269025,BRSAS4062,1,2856036
L-9616955,BRSAS1224,1,6458341
L-9287192,BRSAS3407,1,8449725
L-3902841,OLSAS2581,1,1482807
L-6284148,OLSAS5601,1,1729931
L-7001154,BRSAS4862,1,9156059
L-2883566,BRSAS4662,1,4223954
L-3309364,BRSAS9726,1,2392751
L-4523317,OLSAS3838,1,1727992
L-9085448,BRSAS6273,1,6635755
L-2182434,OLSAS7239,1,2266830
L-7437398,BRSAS4074,1,3723630
L-6415192,BRSAS7063,1,6094898
L-5800651,BRSAS4599,1,1093718
L-7830053,OLSAS5975,1,3263876
L-8768913,BRSAS6615,1,1612933
L-8982933,BRSAS3930,1,1795374
L-4441149,BRSAS9714,1,7232776
L-4613677,BRSAS3949,1,2599204
L-1146473,BRSAS2286,1,7224363
L-3247135,BRSAS3079,1,3317403
L-2261540,BRSAS5419,1,739256
L-8969902,BRSAS5146,1,9842245
L-1890701,OLSAS9773,1,3578299
L-4718142,OLSAS2746,1,2287675
L-3263815,OLSAS1265,1,2478968
L-3479236,BRSAS4870,1,7579683
L-5205971,OLSAS7566,1,4476784
L-5173887,OLSAS3230,1,3433994
L-2756525,OLSAS9435,1,2807243
L-4456286,OLSAS3005,1,3507371
L-8405264,BRSAS1133,1,9780848
L-7947575,OLSAS8966,1,2778937
L-3436740,BRSAS5130,1,6597104
L-1115605,BRSAS7358,1,4784989
L-3085494,BRSAS7692,1,9486025
L-7695156,OLSAS4514,1,3694146
L-3494021,BRSAS6837,0,3814589
L-2302421,OLSAS1221,1,878613
L-5863657,BRSAS6367,1,9159333
L-4996316,BRSAS3212,1,8151610
