BANKID,CUSTOMERID,PRODUCT,isActive,Gender,DOB,PINCODE,isFirst,Phone,OnboardingDate,DeactivationDate
A8826653843,A-7754196,A,1,M,1962-02-17,127486,1,8826653843,1983-06-15,
A8818145092,A-9380815,A,1,F,2009-03-15,845480,1,8818145092,2009-08-05,
A8816627319,A-2703177,A,1,F,2006-09-13,334349,1,8816627319,2022-07-02,
A8814747402,A-6660882,A,1,M,1981-01-16,672372,1,8814747402,1988-03-21,
A8814269725,A-8955246,A,1,M,1989-10-22,352266,1,8814269725,2012-09-12,
A8813775791,A-6756315,A,1,F,1956-07-15,682048,1,8813775791,1984-09-29,
A8809874610,A-3099569,A,1,F,1985-05-30,851346,1,8809874610,1990-01-07,
A8807504257,A-4035166,A,1,M,2014-02-08,994338,1,8807504257,2017-12-02,
K8804880393,A-8081415,A,1,M,2018-11-28,267122,0,8804880393,2021-08-18,
A8800145366,A-9826824,A,1,M,1952-02-03,942523,1,8800145366,2021-07-03,
A8794988339,A-1773266,A,1,F,1991-02-07,126419,1,8794988339,1993-08-22,
A8792576916,A-1270002,A,1,M,1987-05-03,645162,1,8792576916,1999-02-07,
A8789018639,A-5780734,A,1,M,1959-03-09,699704,1,8789018639,2018-11-11,
G8782104176,A-3187464,A,1,F,1978-02-04,173101,0,8782104176,2010-09-17,
A8753604166,A-4748371,A,1,F,2004-06-29,886367,1,8753604166,2016-04-14,
E8752777432,A-3963281,A,1,M,1961-05-20,293818,0,8752777432,2008-10-15,
A8751356810,A-6220096,A,1,M,2017-09-13,381900,1,8751356810,2018-12-13,
A8748942507,A-5912035,A,1,F,2017-08-17,738338,1,8748942507,2021-02-11,
A8748786154,A-3022433,A,1,M,1970-10-29,965001,1,8748786154,1998-06-23,
A8744414253,A-9721238,A,1,M,2000-04-17,230766,1,8744414253,2018-10-13,
A8743679379,A-8035464,A,1,M,1998-10-01,952240,1,8743679379,2002-08-28,
A8740344694,A-9123180,A,1,M,2004-12-09,317624,1,8740344694,2006-01-28,
A8726332375,A-1616509,A,1,M,1995-12-10,535301,1,8726332375,1998-03-07,
E8725975363,A-5279400,A,1,F,1966-05-05,989872,0,8725975363,2010-06-30,
N8720501056,A-8580830,A,1,F,1973-09-28,128803,0,8720501056,2005-03-13,
A8718783858,A-9417459,A,1,M,1951-12-21,483222,1,8718783858,1999-10-05,
A8712001130,A-3537891,A,1,F,1983-07-25,822595,1,8712001130,1997-09-22,
F8709907598,A-9617771,A,1,M,2000-10-19,848748,0,8709907598,2002-03-21,
A8707388479,A-4759534,A,1,F,2022-11-17,899894,1,8707388479,2024-02-28,
A8706709577,A-3278903,A,1,M,1997-02-05,831752,1,8706709577,1999-07-14,
A8701897377,A-2029679,A,1,M,1964-05-19,373231,1,8701897377,1985-10-02,
A8689272045,A-7060732,A,1,F,2007-08-12,338037,1,8689272045,2009-09-10,
A8678151512,A-1918669,A,0,M,2020-09-24,884249,1,8678151512,2025-01-06,2023-04-13
A8676567677,A-1597499,A,1,M,2005-04-18,413600,1,8676567677,2018-12-13,
A8676436766,A-3289068,A,1,M,1993-07-03,626296,1,8676436766,1998-01-19,
P8671040411,A-1254878,A,1,M,1971-10-14,421496,0,8671040411,2004-07-12,
A8670613930,A-5427822,A,1,M,1971-10-28,555240,1,8670613930,1993-04-22,
A8661453749,A-5033694,A,1,F,1971-07-29,871237,1,8661453749,1980-07-07,
A8656031695,A-6796361,A,1,M,2021-09-06,272054,1,8656031695,2024-01-30,
A8653836132,A-9496612,A,1,M,1952-06-28,796290,1,8653836132,1984-04-21,
A8649869555,A-4389676,A,1,M,1988-07-18,661681,1,8649869555,2005-10-20,
E8645248859,A-5551842,A,1,M,2001-12-24,134595,0,8645248859,2005-08-22,
A8642036269,A-6679853,A,0,F,1996-02-01,406786,1,8642036269,2002-01-29,2004-07-29
A8640622787,A-5632400,A,1,M,2010-11-11,408216,1,8640622787,2012-06-07,
A8637646209,A-5041996,A,1,F,1983-12-26,708457,1,8637646209,2010-08-01,
A8637412235,A-6689553,A,1,F,1977-07-29,321303,1,8637412235,1999-11-24,
A8632666045,A-6116641,A,1,M,1962-09-20,475988,1,8632666045,1996-01-28,
A8631986881,A-1195517,A,1,F,1999-09-03,129932,1,8631986881,2002-09-17,
A8630111438,A-3793127,A,1,M,1983-08-24,323470,1,8630111438,2018-04-26,
A8626900254,A-4348392,A,1,F,2007-08-25,990620,1,8626900254,2011-04-09,
A8611152201,A-9183924,A,1,M,1991-09-09,601250,1,8611152201,1994-08-18,
A8609867404,A-5678441,A,1,M,1992-01-18,600229,1,8609867404,1995-08-26,
A8605526870,A-2125488,A,1,M,1974-11-23,974580,1,8605526870,2004-11-10,
A8605334404,A-5546151,A,1,F,1992-03-18,191471,1,8605334404,2015-03-03,
A8604987493,A-8341875,A,1,M,2009-06-10,229983,1,8604987493,2020-11-25,
A8602682716,A-5580534,A,1,M,2007-12-21,991636,1,8602682716,2009-01-02,
A8601607623,A-3983108,A,1,M,1993-10-18,539688,1,8601607623,2006-03-05,
A8600496090,A-2313397,A,1,M,1978-07-28,175446,1,8600496090,2013-12-01,
A8594758388,A-2121475,A,1,M,1963-03-15,394929,1,8594758388,2008-10-04,
A8593906880,A-8307401,A,1,F,2007-07-21,201964,1,8593906880,2010-05-31,
M8593754676,A-2501660,A,1,M,1955-01-13,219794,0,8593754676,2006-03-15,
A8593708154,A-5363061,A,1,F,1989-09-01,955113,1,8593708154,2017-10-11,
A8593094591,A-5170768,A,1,M,1967-11-04,220394,1,8593094591,1986-09-08,
A8584118428,A-6824330,A,1,M,1988-04-15,630809,1,8584118428,2007-06-06,
A8582108779,A-5866291,A,1,F,1991-06-07,175244,1,8582108779,2014-12-02,
A8578264995,A-4361828,A,1,M,1965-09-11,139919,1,8578264995,2005-08-09,
A8574430824,A-6183587,A,1,M,1979-08-10,370178,1,8574430824,2022-04-24,
A8573355225,A-5441761,A,1,M,1967-03-12,527754,1,8573355225,2011-06-12,
A8571049341,A-1235189,A,1,M,1970-04-25,827894,1,8571049341,2006-08-09,
A8562655811,A-4639799,A,0,F,2016-06-30,277601,1,8562655811,2018-07-06,2019-11-24
A8554205778,A-1478731,A,1,M,1977-12-05,249961,1,8554205778,1988-05-24,
A8546814257,A-9913026,A,1,M,1999-03-08,210330,1,8546814257,2005-03-16,
O8536290707,A-5780246,A,1,F,2014-04-16,148192,0,8536290707,2017-01-19,
N8532241814,A-4417716,A,1,F,1985-05-22,477282,0,8532241814,2014-05-29,
A8530045158,A-2370552,A,1,F,1969-11-21,644208,1,8530045158,2020-02-23,
A8529503704,A-8235630,A,1,F,2013-10-13,448769,1,8529503704,2017-10-25,
F8523089477,A-3446826,A,1,M,1977-06-08,314193,0,8523089477,1990-08-27,
A8521314247,A-2227402,A,1,M,1951-07-28,312232,1,8521314247,1996-07-22,
A8519162712,A-9895909,A,1,M,1970-07-24,181515,1,8519162712,1994-12-06,
A8517376197,A-1797726,A,1,M,2007-07-01,820068,1,8517376197,2010-05-30,
A8510771936,A-1906011,A,1,M,2014-10-15,874708,1,8510771936,2020-03-23,
H8509964793,A-6255007,A,1,F,1972-11-12,679463,0,8509964793,2013-03-24,
A8509509837,A-1965604,A,1,F,2018-01-12,260209,1,8509509837,2020-01-03,
A8507982541,A-2182784,A,1,F,1958-08-20,860159,1,8507982541,1997-11-04,
A8507305644,A-5123016,A,1,M,1999-08-12,891641,1,8507305644,2002-12-30,
A8502426997,A-6081691,A,1,F,1997-09-25,885367,1,8502426997,2019-03-11,
A8500877792,A-9174846,A,1,M,1956-01-28,455506,1,8500877792,2007-12-10,
A8495056566,A-8987478,A,1,M,2008-05-06,467733,1,8495056566,2009-11-26,
A8493312788,A-7985334,A,1,M,2010-05-14,125132,1,8493312788,2011-06-16,
A8493312788,A-4596730,A,1,M,2010-05-14,377761,0,8493312788,2011-06-27,
A8481579104,A-6990370,A,1,M,1971-07-15,920869,1,8481579104,1995-04-27,
A8481106153,A-5889876,A,1,M,1997-12-27,344074,1,8481106153,2003-02-05,
A8480182108,A-9290902,A,1,M,1998-01-28,948340,1,8480182108,2021-08-17,
A8477541213,A-7349193,A,0,M,2015-09-26,693596,1,8477541213,2019-12-15,2021-12-30
A8476252150,A-8926147,A,1,F,1986-08-15,483218,1,8476252150,2012-07-05,
A8475709366,A-6643497,A,1,M,1976-07-25,876249,1,8475709366,2011-08-13,
A8475691010,A-5180990,A,1,F,1992-11-27,761038,1,8475691010,2018-01-15,
A8472875728,A-3294432,A,1,M,1969-03-03,635244,1,8472875728,2008-04-19,
K8467919883,A-7979512,A,1,M,1984-04-28,835466,0,8467919883,2020-07-30,
A8461745569,A-8511573,A,1,F,1978-05-12,798113,1,8461745569,2002-02-09,
A8461227754,A-5960128,A,1,M,1979-05-17,305429,1,8461227754,1994-09-11,
A8459290133,A-3600808,A,1,M,2001-05-10,597456,1,8459290133,2020-06-21,
A8458596677,A-6356515,A,1,M,1964-05-28,241190,1,8458596677,2009-03-10,
M8452719792,A-2074665,A,1,F,1963-08-21,124133,0,8452719792,2013-03-01,
A8448344818,A-4211677,A,1,M,1976-09-24,692035,1,8448344818,2022-09-04,
A8446960266,A-6911004,A,1,F,2012-02-12,248981,1,8446960266,2014-02-20,
A8440872659,A-2734665,A,1,M,1960-10-18,251935,1,8440872659,2000-03-10,
G8439903813,A-1116254,A,1,M,2003-02-18,166465,0,8439903813,2006-08-28,
A8437619456,A-7075822,A,0,F,2002-02-09,173368,1,8437619456,2021-02-28,2023-03-03
A8435842613,A-3111218,A,1,M,1987-07-12,277093,1,8435842613,2005-07-28,
A8423115480,A-4726353,A,1,M,1962-03-24,440484,1,8423115480,2010-11-11,
A8422309927,A-2981503,A,1,M,2011-07-18,557635,1,8422309927,2014-01-02,
A8412891571,A-7810730,A,1,F,1966-09-22,458705,1,8412891571,1987-12-04,
A8412584575,A-5139501,A,1,F,2005-08-06,728569,1,8412584575,2006-11-29,
A8408718827,A-8889788,A,1,M,1965-08-17,505049,1,8408718827,2020-05-10,
G8406718146,A-7395478,A,1,F,1998-09-19,392478,0,8406718146,2010-08-08,
H8393756552,A-2565697,A,1,M,2019-04-09,513857,0,8393756552,2021-06-23,
A8387143612,A-5673285,A,0,F,1959-06-05,628834,1,8387143612,2012-01-30,2013-01-29
K8384871902,A-7109245,A,0,M,1982-01-28,510673,0,8384871902,2000-09-20,2002-04-04
A8380622208,A-5417146,A,1,M,1965-01-23,285571,1,8380622208,2022-11-11,
A8379295957,A-7979377,A,1,M,1984-09-01,114905,1,8379295957,2009-04-18,
A8377552348,A-7645522,A,1,M,2021-11-28,899478,1,8377552348,2027-04-01,
A8377122352,A-4953459,A,1,M,1976-09-29,358158,1,8377122352,2010-04-02,
A8377027888,A-6129934,A,1,F,2003-07-03,882675,1,8377027888,2011-11-01,
A8377011514,A-5416388,A,1,M,1967-09-04,223389,1,8377011514,2008-08-10,
A8374431263,A-8971609,A,0,F,1952-07-24,215137,1,8374431263,1981-10-09,1983-01-01
A8368915847,A-5171212,A,1,M,1968-12-26,421794,1,8368915847,1980-07-11,
A8365883540,A-4002518,A,1,M,2003-06-20,140172,1,8365883540,2005-12-27,
A8362755190,A-2216226,A,1,M,2022-05-29,712674,1,8362755190,2024-01-30,
A8359458967,A-5340048,A,1,F,2017-03-16,720444,1,8359458967,2020-12-27,
A8358904909,A-9869274,A,1,F,1953-08-18,577658,1,8358904909,2008-01-19,
A8358081025,A-5876795,A,1,F,1964-02-01,909007,1,8358081025,1999-08-19,
A8355913741,A-8538943,A,1,F,1985-05-15,172174,1,8355913741,1987-05-13,
L8350019371,A-1278480,A,0,M,2022-02-16,662520,0,8350019371,2024-02-25,2023-04-13
A8343811602,A-9789201,A,1,M,1970-04-04,601220,1,8343811602,1996-06-09,
A8341881125,A-4126173,A,1,M,2002-04-26,333249,1,8341881125,2007-06-18,
A8341878293,A-4487284,A,1,M,1989-02-19,661460,1,8341878293,1992-04-24,
C8340522576,A-1350598,A,1,M,1978-08-09,509339,0,8340522576,2003-04-24,
J8337741602,A-9889991,A,1,M,1978-02-06,362714,0,8337741602,2015-06-06,
G8333532121,A-9712154,A,1,M,1987-06-02,660486,0,8333532121,1992-06-12,
A8330501510,A-9263431,A,1,F,2000-10-15,408529,1,8330501510,2002-04-01,
A8330197237,A-1962049,A,1,M,1994-08-21,906895,1,8330197237,1996-06-23,
P8329724754,A-8988101,A,1,M,2008-07-21,222839,0,8329724754,2011-09-04,
A8329263898,A-2844419,A,1,F,1963-08-17,424734,1,8329263898,2011-02-03,
A8329254571,A-3802858,A,1,F,2016-01-05,454498,1,8329254571,2022-07-26,
A8328211323,A-3068997,A,1,F,1983-07-21,293470,1,8328211323,2000-11-30,
A8327397092,A-5870721,A,1,F,1988-12-19,675537,1,8327397092,2007-04-27,
A8324417034,A-2847160,A,1,F,1953-08-06,267851,1,8324417034,1992-08-15,
A8323469028,A-1761129,A,1,M,1970-02-14,869433,1,8323469028,2003-11-18,
A8323025182,A-7111949,A,1,M,1977-05-20,526131,1,8323025182,2016-08-13,
A8321286545,A-1147734,A,1,M,1977-11-23,310860,1,8321286545,1988-08-22,
A8320993242,A-6422192,A,0,F,1988-07-04,205318,1,8320993242,2018-01-18,2018-07-01
A8316570914,A-3585231,A,1,F,2009-12-24,680478,1,8316570914,2015-06-05,
A8309932735,A-5815830,A,1,M,1987-03-22,210491,1,8309932735,1992-07-28,
A8306691788,A-7158234,A,1,M,1970-04-09,873405,1,8306691788,1983-04-22,
A8297952999,A-9767830,A,1,F,1998-01-28,160003,1,8297952999,2010-06-11,
A8295893631,A-3386244,A,1,F,1970-09-15,903190,1,8295893631,1984-11-05,
A8295266142,A-5377454,A,1,M,2007-12-17,934235,1,8295266142,2010-03-31,
A8292339212,A-9286981,A,1,F,1999-12-15,763927,1,8292339212,2013-08-24,
M8290104793,A-9199740,A,1,F,1998-03-25,137096,0,8290104793,2015-04-28,
A8289932793,A-5117575,A,1,F,1985-12-27,393468,1,8289932793,2019-03-04,
N8287246207,A-1735040,A,1,M,1992-09-26,977965,0,8287246207,1993-12-21,
A8285004434,A-2210452,A,1,M,1958-04-17,451498,1,8285004434,2002-11-23,
A8284713846,A-7839704,A,1,F,1977-12-12,411432,1,8284713846,2011-04-28,
A8282638243,A-7957369,A,1,F,2010-12-26,724601,1,8282638243,2012-02-01,
A8278810342,A-9371674,A,1,F,2021-03-01,887288,1,8278810342,2023-03-30,
A8274815231,A-6141134,A,1,M,1987-02-21,671657,1,8274815231,1989-03-04,
J8273725075,A-3892754,A,1,F,1965-01-21,746960,0,8273725075,1984-06-06,
G8269206863,A-2326009,A,0,M,1980-11-19,811093,0,8269206863,1993-10-20,1994-12-10
A8266459443,A-2959856,A,1,F,1954-01-28,392640,1,8266459443,2013-01-17,
A8265136353,A-6853311,A,1,F,1963-08-22,571734,1,8265136353,2018-03-09,
A8264185477,A-1474718,A,1,F,1991-05-06,761822,1,8264185477,2020-04-16,
A8252333866,A-1239763,A,1,F,1995-11-04,378795,1,8252333866,2017-01-11,
A8248906098,A-7424943,A,0,M,2012-09-15,950220,1,8248906098,2017-12-12,2019-12-12
A8245817242,A-9091224,A,1,M,1983-06-23,505622,1,8245817242,1984-12-28,
A8244845035,A-1912922,A,1,M,1996-05-23,796625,1,8244845035,1998-12-10,
A8242068633,A-4963604,A,0,M,1976-08-31,259886,1,8242068633,2002-03-09,2004-09-23
A8238598666,A-8159903,A,1,M,1990-09-02,726597,1,8238598666,2002-01-15,
A8231885441,A-9469809,A,1,F,2010-05-03,965603,1,8231885441,2012-11-11,
A8229363199,A-6587900,A,1,M,1970-07-09,616316,1,8229363199,2010-03-30,
A8222833052,A-6661856,A,1,M,2018-03-01,668545,1,8222833052,2020-03-24,
A8216706706,A-2832492,A,1,M,2021-09-06,152541,1,8216706706,2026-11-10,
A8214983328,A-6622164,A,1,F,1987-08-03,294859,1,8214983328,2001-09-28,
A8214406303,A-6733476,A,1,F,1972-03-31,585738,1,8214406303,1992-07-07,
H8212398795,A-9259473,A,1,M,1972-09-04,302080,0,8212398795,2020-06-13,
A8212171289,A-6109091,A,1,F,1976-11-01,370988,1,8212171289,2015-05-12,
A8204894199,A-1750316,A,1,M,1968-12-04,903677,1,8204894199,2008-02-27,
A8198077963,A-5736227,A,1,M,2023-01-18,945708,1,8198077963,2025-08-28,
A8197908101,A-9856819,A,1,F,2014-08-16,640087,1,8197908101,2016-09-17,
A8193808066,A-7434447,A,1,M,1961-10-12,243744,1,8193808066,2014-07-19,
A8191893736,A-1416850,A,0,M,2017-06-12,771707,1,8191893736,2018-09-25,2021-01-04
A8188750463,A-1661762,A,1,M,2020-02-11,497997,1,8188750463,2024-01-16,
A8185151495,A-8903824,A,1,M,1985-02-11,504208,1,8185151495,2012-12-30,
A8184591821,A-6236715,A,1,F,2001-01-15,549975,1,8184591821,2005-04-10,
A8180378426,A-1308713,A,1,M,1969-04-11,328172,1,8180378426,1981-07-19,
A8174945367,A-8628025,A,1,M,1973-05-04,257319,1,8174945367,1996-07-08,
A8173954659,A-8486692,A,1,M,1999-01-26,344376,1,8173954659,1999-05-03,
A8173258942,A-8103761,A,1,M,1977-08-01,574319,1,8173258942,1996-12-31,
A8173256967,A-3327025,A,1,M,1982-04-13,226412,1,8173256967,2008-07-28,
A8167429856,A-8074061,A,0,M,2009-11-26,180986,1,8167429856,2014-05-30,2015-03-20
A8162265643,A-4283697,A,1,F,1994-10-23,347354,1,8162265643,2001-09-05,
N8158866680,A-3892529,A,1,M,1967-12-13,570237,0,8158866680,2015-05-27,
A8149672624,A-6287932,A,0,M,1990-10-31,346400,1,8149672624,2004-02-19,2005-04-03
A8139994671,A-9783235,A,1,F,1994-05-31,907753,1,8139994671,1998-12-29,
A8134229194,A-8083728,A,1,F,1988-09-18,584966,1,8134229194,2018-06-22,
A8133996763,A-4143906,A,1,M,1975-08-10,552727,1,8133996763,1986-11-06,
A8133103950,A-3925552,A,1,F,2008-09-17,691473,1,8133103950,2013-11-01,
A8131638605,A-6152585,A,1,F,1958-02-19,217835,1,8131638605,1983-04-11,
B8129799750,A-7317792,A,1,M,1989-09-22,502378,0,8129799750,1994-10-10,
A8125801187,A-4113408,A,1,M,1982-11-14,411703,1,8125801187,2015-08-24,
C8122794549,A-9472944,A,1,M,1972-11-14,936925,0,8122794549,1999-11-30,
A8120438023,A-1158316,A,1,M,1982-12-16,600460,1,8120438023,2020-02-12,
A8116506817,A-7342306,A,1,F,1966-05-17,223269,1,8116506817,1983-03-20,
A8114045110,A-2423722,A,1,F,2004-03-06,570784,1,8114045110,2008-03-28,
A8113412939,A-8827305,A,1,M,1986-11-10,857857,1,8113412939,1989-09-10,
A8111390481,A-9694067,A,1,F,1995-05-11,968842,1,8111390481,1998-12-11,
A8109614937,A-2461806,A,0,F,1956-09-13,333551,1,8109614937,2015-03-26,2016-02-11
A8103013809,A-1523740,A,1,F,1959-10-18,212681,1,8103013809,1986-09-21,
A8099864309,A-3276217,A,1,F,2013-05-21,973445,1,8099864309,2017-09-18,
A8088323672,A-1283240,A,1,M,2012-10-12,630611,1,8088323672,2016-05-12,
A8088032020,A-7300939,A,1,M,2016-11-25,879577,1,8088032020,2022-10-04,
A8083533287,A-5618730,A,1,F,2016-11-11,969661,1,8083533287,2021-10-08,
A8082487489,A-5846119,A,1,F,2010-06-19,659834,1,8082487489,2014-09-20,
M8079048776,A-4739960,A,1,M,2011-10-30,244194,0,8079048776,2015-09-02,
C8078361428,A-9862461,A,1,F,1995-01-01,448362,0,8078361428,1997-09-14,
A8064085915,A-6072608,A,1,M,2006-03-23,161656,1,8064085915,2011-04-19,
A8063742026,A-5176145,A,1,M,1979-04-14,958189,1,8063742026,2022-12-01,
O8056122511,A-9156338,A,1,M,2007-07-09,974707,0,8056122511,2012-09-10,
H8045671732,A-1978900,A,1,M,1988-01-17,750812,0,8045671732,2014-12-03,
A8029077562,A-3805049,A,1,M,2019-02-03,835696,1,8029077562,2021-01-12,
A8026081804,A-1322489,A,1,F,1950-07-20,985003,1,8026081804,1997-04-11,
A8023093465,A-8993238,A,0,M,1962-07-25,341354,1,8023093465,2003-01-26,2004-11-22
A8022726167,A-5220153,A,1,M,1998-07-16,299155,1,8022726167,2012-02-14,
A8018246518,A-4613605,A,1,M,1980-02-20,142652,1,8018246518,1984-08-16,
A8013764106,A-2427944,A,1,F,1976-01-07,623350,1,8013764106,1983-06-16,
A8007922158,A-9251281,A,1,M,2016-06-09,752353,1,8007922158,2018-04-29,
A8006078783,A-2606328,A,1,M,2002-02-17,579761,1,8006078783,2008-04-06,
I8005697545,A-8593838,A,1,F,2022-01-18,131666,0,8005697545,2026-06-16,
A8003331473,A-1699518,A,1,F,1973-12-02,201753,1,8003331473,1984-06-04,
A7997720205,A-2584613,A,1,M,1979-08-20,791803,1,7997720205,1995-10-12,
A7992104214,A-1302805,A,1,F,1992-10-08,906480,1,7992104214,1993-10-24,
A7991519298,A-6876611,A,1,F,1953-03-01,297216,1,7991519298,1983-09-09,
A7991500256,A-2921415,A,1,M,1973-03-02,743649,1,7991500256,2002-09-03,
N7989461101,A-1218974,A,1,F,2013-01-17,447265,0,7989461101,2014-02-22,
A7986472511,A-9558190,A,1,M,1986-02-20,355579,1,7986472511,1992-11-12,
A7986142254,A-5390029,A,1,M,1964-08-30,240074,1,7986142254,1998-08-17,
A7985667285,A-6046972,A,1,M,1992-03-22,925064,1,7985667285,1997-07-26,
A7985230509,A-9070528,A,1,M,1980-11-12,984315,1,7985230509,2010-11-25,
A7985006607,A-1513189,A,1,F,1999-07-18,274643,1,7985006607,2004-09-18,
A7977655278,A-5192801,A,1,F,1972-09-28,240133,1,7977655278,2002-05-17,
A7975640687,A-5027836,A,1,M,1999-05-31,797939,1,7975640687,2002-02-11,
A7975444590,A-3814388,A,1,F,1984-11-30,722860,1,7975444590,1988-05-21,
A7973546783,A-1285647,A,0,M,1955-06-16,628823,1,7973546783,2016-09-27,2017-06-05
A7971393417,A-1219331,A,1,F,1967-10-15,561726,1,7971393417,1981-05-22,
A7969875402,A-7339464,A,1,M,1990-08-13,164757,1,7969875402,2009-09-16,
A7961633071,A-5282495,A,0,M,1994-06-15,504301,1,7961633071,1999-12-05,2000-12-19
K7960597792,A-7095384,A,1,M,1983-03-06,186262,0,7960597792,2020-04-05,
A7957731639,A-5531128,A,1,M,1988-12-11,968127,1,7957731639,1991-12-23,
A7957648338,A-4659141,A,1,M,2013-03-19,698245,1,7957648338,2015-12-02,
A7954766621,A-6576572,A,1,F,2017-09-04,641846,1,7954766621,2022-01-06,
A7953184196,A-2909250,A,1,F,1951-01-23,459261,1,7953184196,1992-09-03,
A7951457506,A-5290656,A,1,F,1977-06-25,940402,1,7951457506,1986-07-30,
A7950160242,A-7824620,A,1,M,2020-01-13,293087,1,7950160242,2023-06-16,
A7949623656,A-3666369,A,1,F,2015-10-16,833077,1,7949623656,2018-10-29,
A7938459551,A-5164365,A,1,M,1974-10-27,773636,1,7938459551,1988-07-16,
A7935536187,A-9269110,A,1,F,1967-08-06,722494,1,7935536187,1981-12-19,
A7933280933,A-3964328,A,1,M,2005-10-15,952928,1,7933280933,2007-05-05,
A7932883183,A-4768395,A,1,M,1991-04-25,739113,1,7932883183,2008-03-09,
A7929485224,A-9430209,A,1,M,1958-01-16,716560,1,7929485224,1989-10-26,
A7928963450,A-9151209,A,1,M,1961-01-14,711411,1,7928963450,1981-07-26,
A7918268884,A-6942413,A,1,M,2021-02-03,287906,1,7918268884,2024-08-02,
A7914698040,A-3916270,A,1,F,1957-03-30,807215,1,7914698040,1994-11-11,
A7911484062,A-9680819,A,1,M,1966-05-29,422000,1,7911484062,1994-02-03,
A7903934320,A-1736639,A,1,F,1996-05-06,792379,1,7903934320,1997-03-18,
A7897853834,A-2893168,A,1,F,1955-10-29,613228,1,7897853834,1995-12-01,
A7896686944,A-8158731,A,1,M,2019-07-26,763924,1,7896686944,2025-01-01,
P7896062420,A-2043789,A,1,M,1985-12-17,152839,0,7896062420,2010-04-25,
A7892216512,A-7241181,A,1,F,2004-11-24,955587,1,7892216512,2022-02-21,
K7890777869,A-4317659,A,1,F,1999-03-01,565363,0,7890777869,2003-10-31,
A7882471695,A-4616384,A,1,M,1988-07-22,412278,1,7882471695,2013-02-21,
A7882071367,A-7171251,A,1,F,1987-05-11,762986,1,7882071367,2016-10-28,
A7881736024,A-5344378,A,1,M,1996-10-18,809328,1,7881736024,2020-07-19,
A7878667200,A-5455420,A,1,M,1995-01-26,515405,1,7878667200,1997-06-26,
A7877475642,A-8933235,A,1,M,2020-01-04,213559,1,7877475642,2022-04-03,
A7872253008,A-1747216,A,1,M,1970-07-14,945433,1,7872253008,1994-04-13,
A7862172163,A-5052879,A,1,M,1985-01-05,773625,1,7862172163,2010-07-17,
A7861172972,A-8797515,A,1,M,1971-10-21,391207,1,7861172972,2011-11-27,
A7860520808,A-5632448,A,1,F,1958-04-01,374723,1,7860520808,1995-11-27,
A7856214477,A-8504271,A,1,F,2018-02-05,881438,1,7856214477,2019-06-06,
A7853826845,A-1440974,A,1,M,2016-04-16,492229,1,7853826845,2021-12-28,
N7852613405,A-7483691,A,1,F,2003-05-16,853355,0,7852613405,2004-09-11,
A7847290251,A-6892681,A,1,F,1961-09-21,128666,1,7847290251,2004-02-17,
A7844400836,A-3530978,A,1,M,2017-03-05,942899,1,7844400836,2021-01-06,
A7843038525,A-4972544,A,1,M,1999-08-16,930775,1,7843038525,2001-11-24,
A7838488125,A-4007381,A,1,M,1975-02-26,876106,1,7838488125,2008-01-12,
A7837151034,A-1827288,A,0,M,1967-03-21,908065,1,7837151034,2007-07-19,2010-03-08
A7834731790,A-7218204,A,1,M,1961-03-16,543542,1,7834731790,2014-04-30,
A7832639063,A-6413549,A,1,F,1990-08-20,302147,1,7832639063,2003-07-24,
M7831142209,A-5994134,A,1,M,1990-02-18,737472,0,7831142209,2022-09-13,
A7827656419,A-6693559,A,1,F,1966-06-02,540111,1,7827656419,1982-04-24,
A7822870888,A-9425389,A,1,M,2000-12-19,290127,1,7822870888,2009-08-30,
A7819451839,A-5609486,A,1,F,1986-08-11,386404,1,7819451839,2009-12-23,
A7818648380,A-3848063,A,0,M,2010-05-24,689817,1,7818648380,2010-12-30,2012-09-11
A7816570234,A-8864090,A,1,M,2002-08-18,506303,1,7816570234,2018-11-24,
A7815077505,A-7265839,A,1,F,1973-05-13,830977,1,7815077505,2011-01-12,
A7813156825,A-7385955,A,1,F,2004-05-20,539186,1,7813156825,2006-05-08,
A7811120724,A-3129885,A,1,F,1986-10-29,378847,1,7811120724,1987-03-08,
A7809757559,A-3330943,A,1,M,2004-08-29,941692,1,7809757559,2022-01-10,
