CUSTOMERID,CardAccountNumber,CardNumber,isActive
A-4695958,GIER8326,2366-9481-4658-2911,1
A-4707414,YSPU6645,2366-2067-9996-9891,1
A-4708682,YIZS2121,2366-8660-5145-5624,1
A-4708741,BRMG4625,2366-965-1205-7144,1
A-4718532,TXUA3124,2366-6241-8704-2936,1
A-4726353,ADYD5482,2366-9378-4624-3860,1
A-4739960,WWHE4915,2366-2947-2111-7307,1
A-4745225,HKJE5353,2366-5525-4389-9046,1
A-4747521,LJJZ8281,2366-8587-2170-4166,1
A-4748371,MXJQ8897,2366-7327-8477-669,1
A-4759534,WBNG9390,2366-4162-4873-1304,1
A-4761206,WEHI5279,2366-9137-2497-6143,1
A-4768395,LLUB4841,2366-1257-8921-9115,1
A-4783868,YOOH8805,2366-1521-8184-281,1
A-4786364,NQNI2340,2366-8947-982-3488,1
A-4805951,GVNY2672,2366-3376-9293-6013,1
A-4811245,YUSJ2484,2366-1982-1839-5439,1
A-4811245,YUSJ2484,2366-5013-3963-1539,0
A-4822973,SJVW1942,2366-1938-8674-1440,1
A-4828564,VPAE1883,2366-5649-936-2036,1
A-4835246,QUZA4916,2366-8792-6857-490,1
A-4838252,NZCC6860,2366-9110-8445-1775,1
A-4841891,GIUP6423,2366-3205-197-7070,1
A-4843182,OCYS8787,2366-2457-6897-2932,1
A-4860405,LLAR4067,2366-3959-7750-8448,1
A-4868896,BJKL5321,2366-6378-9450-4617,1
A-4884406,YAQX8698,2366-66-9182-9585,1
A-4888371,JOOC9518,2366-8022-2183-2225,1
A-4890107,LNSY9529,2366-695-7798-2270,1
A-4890601,JGMQ3692,2366-4810-7153-7589,1
A-4894499,AODJ3513,2366-2576-503-8703,1
A-4895619,FNKO7131,2366-5955-7983-9390,1
A-4908714,IIAG5832,2366-6530-4552-9818,1
A-4913423,BLKI1697,2366-1311-4101-4226,1
A-4915601,LMZD3295,2366-5464-2050-4441,1
A-4931400,APXS2492,2366-8028-3183-5851,1
A-4941085,VZLS7655,2366-5573-9708-1486,1
A-4944678,EUGP7853,2366-3065-8737-3925,1
A-4953459,LNFL4057,2366-6645-5110-2599,1
A-4963604,XXQY6822,2366-3028-1729-3822,1
A-4972544,VZNA8053,2366-356-2056-6265,1
A-4978843,LEAJ4697,2366-4377-6122-9100,1
A-4985254,HNRP9684,2366-7923-6466-2641,1
A-4992844,WMNJ5604,2366-5328-7437-4102,1
A-4995949,KLVG7473,2366-4682-7253-1211,1
A-5016430,WNQG7493,2366-5123-6846-4241,1
A-5027836,HDJD2661,2366-4564-4843-6052,1
A-5033694,PPUE7335,2366-6687-3390-1117,1
A-5035358,KNLY1600,2366-5859-4254-6454,1
A-5041996,PFNH7482,2366-4660-6746-9309,1
A-5052879,XYBV2442,2366-5970-7655-6410,1
A-5062682,MUIV5153,2366-7294-3102-5753,1
A-5067795,ZBUA7655,2366-4061-5865-2483,1
A-5071104,CJTV4013,2366-4445-3397-3470,1
A-5087767,BUDK8678,2366-4863-9839-1816,1
A-5103907,IBQK5898,2366-7943-1281-6806,1
A-5104421,RKYD9274,2366-4209-7857-5194,1
A-5109334,JTPZ9616,2366-6014-666-2222,1
A-5113878,EGYE2114,2366-7305-4848-8234,1
A-5117575,XRAJ3663,2366-3705-5733-4842,1
A-5119911,JBJS5090,2366-8855-5833-7449,1
A-5123016,KJBU2225,2366-8826-8875-4744,1
A-5123016,KJBU2225,2366-804-9920-2989,0
A-5127326,QMYW8086,2366-5968-3610-834,1
A-5139501,BGUV7095,2366-8882-4305-170,1
A-5145082,GYKU4182,2366-5213-3368-5001,1
A-5156893,DYDA9785,2366-1926-8998-9561,1
A-5164365,FUHL3420,2366-2513-4774-7177,1
A-5170768,MINA1443,2366-6949-4535-9738,1
A-5171212,KMIS9528,2366-4729-5172-7754,1
A-5176145,VZVA4200,2366-7502-7678-1741,1
A-5177243,ULLC9872,2366-4381-2582-1337,1
A-5180990,QGOS9850,2366-1268-9701-1377,1
A-5192801,PRGP5509,2366-4291-8528-5567,1
A-5196291,THML5932,2366-3350-6375-4221,1
A-5211974,KTBP2984,2366-1805-8094-6451,1
A-5220153,ECTN7428,2366-3610-9853-480,1
A-5222407,RHNO2189,2366-921-5803-6801,1
A-5261996,VYRD5273,2366-1899-688-8475,1
A-5266697,VDKO5965,2366-7701-2314-7422,1
A-5266697,VDKO5965,2366-1246-212-1077,0
A-5279400,VYVN6747,2366-4712-6920-13,1
A-5282495,EKOU8147,2366-9738-7056-6181,1
A-5286027,RBFU7522,2366-3397-5868-8388,1
A-5288605,TCTB1770,2366-5249-1476-7439,1
A-5290656,JCPP2795,2366-5232-4534-1308,1
A-5296146,NOVI7145,2366-8414-5193-9813,1
A-5307001,EMUJ9962,2366-2594-7216-4714,1
A-5314701,GSVE2321,2366-2616-2337-5758,1
A-5316508,WRRW2183,2366-1816-9165-3309,1
A-5328464,NSUY8256,2366-5528-8270-833,1
A-5340048,NSXJ9653,2366-7117-509-3244,1
A-5341195,EOEL8497,2366-673-1811-5866,1
A-5344378,VUWV7096,2366-2030-312-2274,1
A-5345712,BBBK9954,2366-1856-3497-8107,1
A-5348620,YGYJ3893,2366-7852-5507-1435,1
A-5363061,NYHV6398,2366-5037-6878-2447,1
A-5364045,OXWD8439,2366-5864-8289-9055,1
A-5377454,TWWD3212,2366-2592-5369-7791,1
A-5387275,POGT4396,2366-4834-4270-1623,1
A-5389331,HAWY6565,2366-4747-6063-8945,1
A-5390029,UZVD2342,2366-3297-9594-3870,1
A-5399152,VUXA9699,2366-2839-2603-7258,1
A-5399507,KODH8955,2366-9751-7979-3468,1
A-5403494,EXJE6045,2366-7978-890-7486,1
A-5405238,AFFG6744,2366-2273-3542-5265,1
A-5415077,KRIO6185,2366-2790-2819-3271,1
A-5416388,ZNAY7108,2366-6309-6375-7485,1
A-5417146,FUEN1170,2366-3207-971-4388,1
A-5423332,PIYB4773,2366-4411-6347-168,1
A-5424540,GCPC9931,2366-8506-6081-1821,1
A-5427822,TUZP8486,2366-9719-6291-1727,1
A-5441761,ENPJ1249,2366-6589-3773-7146,1
A-5451647,SOQK3090,2366-2352-2531-3643,1
A-5455420,CYNV6581,2366-5439-8836-6493,1
A-5456638,UASB1899,2366-4592-5072-3755,1
A-5462302,JYVI8857,2366-6786-4074-5305,1
A-5465222,INNU9141,2366-2785-8632-1869,1
A-5476469,ROOR5152,2366-8562-1368-7773,1
A-5493759,LQRT6039,2366-2451-3161-5490,1
A-5500797,JNUM8693,2366-8025-4666-2853,1
A-5507675,KLXY4413,2366-9442-4189-9653,1
A-5509277,YIFR7745,2366-5285-7446-3813,1
A-5519540,IUEM1995,2366-625-9651-7679,1
A-5520591,MBWJ4088,2366-9843-8140-1642,1
A-5522003,OZPN2982,2366-3348-8007-4046,1
A-5531128,PIMB3807,2366-1932-3525-6422,1
A-5532570,SRSI4849,2366-3373-7575-1887,1
A-5535945,BAXL7161,2366-6328-7382-5115,1
A-5535945,BAXL7161,2366-9127-4838-5142,0
A-5546151,AZYF2817,2366-938-4181-9596,1
A-5547349,VCJL1862,2366-3712-4625-6110,1
A-5551842,SHFP9947,2366-103-9848-7618,1
A-5558153,YSUT1608,2366-2417-6612-5646,1
A-5562111,NOCX2370,2366-4026-5074-9376,1
A-5565217,CEPB6083,2366-4670-9232-1486,1
A-5572825,QMIZ2348,2366-9063-7838-8183,1
A-5578154,YPMG6481,2366-3990-1978-7029,1
A-5580534,NEDI5706,2366-965-1560-6232,1
A-5595264,XLBE4348,2366-544-3848-9320,1
A-5595264,XLBE4348,2366-3317-9861-3042,0
A-5597972,VPBI4354,2366-7882-5881-6999,1
A-5609486,VBZV8041,2366-6622-667-1547,1
A-5614932,BQUH7392,2366-7987-996-7140,1
A-5618730,RHIZ4786,2366-7399-6237-4263,1
A-5631074,BEYV2173,2366-6417-2862-606,1
A-5631575,VDFC9475,2366-7519-1728-9264,1
A-5632400,SPAE2075,2366-2884-8551-4562,1
A-5632448,XSVX6470,2366-848-7551-1755,1
A-5633618,LLBU2227,2366-8565-3661-8067,1
A-5635729,SQYG2466,2366-1252-9505-6990,1
A-5648889,XYIY9862,2366-1420-1438-4409,1
A-5654755,PLSJ7689,2366-7451-5792-1645,1
A-5658676,FMKV9680,2366-3151-3399-2854,1
A-5672438,VKWE4971,2366-7079-2051-5577,1
A-5673285,HMTT3777,2366-7435-7245-9834,1
A-5678441,BDEZ8239,2366-6220-7038-1017,1
A-5685499,JYZW2867,2366-9648-9207-5720,1
A-5688263,VSOY3265,2366-4840-3961-9942,1
A-5688283,LRHW7571,2366-8324-893-7560,1
A-5706260,ZUWB9158,2366-6156-4661-1698,1
A-5707190,JHHP3025,2366-3251-5678-9168,1
A-5713814,CRHN3665,2366-401-9972-3865,1
A-5713876,KAEX2454,2366-6440-6840-4223,1
A-5736227,CVZY2873,2366-3577-4307-6490,1
A-5740343,BVXL7409,2366-840-2463-9170,1
A-5746590,QNPP8404,2366-4847-6305-6787,1
A-5771989,WHPB2366,2366-2594-1669-4217,1
A-5780246,GFFN3860,2366-585-9884-3428,1
A-5780734,XBPU7690,2366-8861-1508-7550,1
A-5796314,GBCV7895,2366-383-6453-3732,1
A-5797165,XUEN5215,2366-54-4256-2107,1
A-5809444,DOEI7896,2366-9296-9245-9001,1
A-5810642,IRMR6981,2366-8707-7376-3441,1
A-5811162,JYLM3091,2366-9698-6123-821,1
A-5815830,BRHH6175,2366-4735-5528-346,1
A-5834900,GATG3263,2366-5184-936-788,1
A-5837807,PZNM5854,2366-3514-5230-4596,1
A-5845637,JNHD6723,2366-5511-2343-5933,1
A-5846119,QLZN1128,2366-837-5723-8611,1
A-5856013,FLNB6051,2366-3860-5623-8760,1
A-5861105,IHJV5712,2366-3835-3602-734,1
A-5861308,PDTK9485,2366-6902-3544-5116,1
A-5861829,CVPK2615,2366-7253-5566-4928,1
A-5866291,KTCY3872,2366-2949-4855-6472,1
A-5870721,JNSM6430,2366-674-7092-3383,1
A-5876795,AQUM7227,2366-9981-4154-5941,1
A-5877605,CGKE2934,2366-5257-3929-9664,1
A-5889876,FNAA9990,2366-2957-7177-5385,1
A-5912035,PCRA1159,2366-5742-2558-9067,1
A-5914193,XVFZ7438,2366-3461-9152-4386,1
A-5918992,ESYU2675,2366-8623-6889-1214,1
A-5928243,OQEZ6482,2366-5878-4545-8357,1
A-5946731,IWEP7683,2366-6119-7668-9917,1
A-5949204,BIOD3928,2366-7470-2955-3949,1
A-5957685,SFSL9423,2366-6326-3919-5670,1
A-5960128,FRHB4792,2366-4362-4517-6085,1
A-5987074,VZBC5202,2366-7959-3595-7593,1
A-5987809,IVZZ8626,2366-9487-610-3234,1
A-5994134,HCLW9802,2366-9321-5810-4145,1
A-5996288,HPEQ8006,2366-7388-1355-9744,1
A-6010591,NAPB2461,2366-2703-1840-3414,1
A-6010894,KXGX7087,2366-6441-4490-8006,1
A-6012649,ZXNC9466,2366-2075-5116-8584,1
A-6021375,OVKZ9754,2366-919-8637-4147,1
A-6028353,ADWV1478,2366-3919-9843-8218,1
A-6032886,JCPP2245,2366-8292-3594-8447,1
A-6035209,AUHU7379,2366-8675-3171-1561,1
A-6035720,FPIH3337,2366-5464-9063-2948,1
A-6036355,XNUQ9510,2366-3473-141-3376,1
A-6037674,NMIG4483,2366-6466-7853-6340,1
A-6040741,IDOF7747,2366-8922-8393-7929,1
A-6046130,TCTT4510,2366-583-7506-9875,1
A-6046972,FTZS3066,2366-6109-6626-8351,1
A-6066896,IGAQ9839,2366-7277-4874-3284,1
A-6072608,IRWY8573,2366-2323-3219-2316,1
A-6080287,VBSP1437,2366-4354-572-7101,1
A-6089637,ESQB8399,2366-998-3313-5205,1
A-6092351,GVKM8582,2366-4424-5303-9461,1
A-6098259,ZOHR9344,2366-4010-358-6815,1
A-6100023,DPHP4740,2366-4338-85-348,1
A-6104287,LHXI9168,2366-6136-8600-6797,1
A-6114115,COLB9065,2366-8681-9282-3818,1
A-6116641,YOHV8421,2366-4761-2806-2910,1
A-6116799,ZJYZ7635,2366-1743-3038-8753,1
A-6124517,GLDP1428,2366-9632-1870-7828,1
A-6129934,EIPQ4567,2366-6881-4036-5317,1
A-6141134,JVUC1935,2366-2854-2851-3849,1
A-6152585,VIIV1380,2366-8397-1871-6729,1
A-6178516,PEKX4450,2366-3761-7391-3856,1
A-6181877,DPQJ7227,2366-4865-8091-4888,1
A-6182231,WLIS5168,2366-9458-9646-3752,1
A-6183587,NDWD3466,2366-4963-6764-9965,1
A-6190837,DMBX8376,2366-1788-3807-7146,1
A-6192713,JCMG8370,2366-6098-5194-2215,1
A-6193482,XOYZ1475,2366-9943-3993-7612,1
A-6205089,FAPC8641,2366-1413-7896-1978,1
A-6220096,VOCM4142,2366-3023-7867-7118,1
A-6221360,OKOB7686,2366-2033-7656-9604,1
A-6227169,WKEK8545,2366-1563-5041-896,1
A-6235093,EAOZ9202,2366-8159-8902-3440,1
A-6236580,JRWQ5312,2366-8655-5509-874,1
A-6236715,AIXK9422,2366-8370-2159-3312,1
A-6255007,FBKH7351,2366-2425-1335-3547,1
A-6271538,QMII5476,2366-4809-8103-4511,1
A-6287932,IQWK2963,2366-3852-7119-7495,1
A-6290271,ALEP8207,2366-293-3274-7628,1
A-6293992,BBMX3410,2366-4455-507-3229,1
A-6313945,PPDG8834,2366-8451-2531-150,1
A-6347661,TAND9067,2366-392-4729-2916,1
A-6356515,AEBU2525,2366-2104-8305-9193,1
A-6361126,CBAY6710,2366-9120-4204-7744,1
A-6394345,LQHN7215,2366-6531-9957-9048,1
A-6413549,RCFZ1591,2366-7824-4496-8985,1
A-6422192,ZQMJ7508,2366-2254-8011-2314,1
A-6436426,AIAP4161,2366-8586-6755-5861,1
A-6441717,AJXX8204,2366-1810-1613-1330,1
A-6458560,OPRL3679,2366-2414-5027-60,1
A-6463475,KTAG7344,2366-3340-4245-788,1
A-6472932,DWYA4266,2366-6038-7444-6657,1
A-6485712,TVBO2636,2366-3424-8489-8310,1
A-6507969,JZMG8165,2366-7673-8019-6135,1
A-6529581,WYPM8742,2366-1831-2404-1098,1
A-6533473,APQJ6676,2366-4740-5244-1765,1
A-6540927,DORA4015,2366-722-313-9186,1
A-6559343,OTRA1938,2366-891-1552-591,1
A-6562044,KMAW9957,2366-1832-4628-5804,1
A-6569735,HUBW3138,2366-8453-8083-4473,1
A-6576572,FOQM6347,2366-7310-1587-7188,1
A-6578862,QPAM1590,2366-7512-3330-5056,1
A-6579342,FPHS8166,2366-5059-7089-4034,1
A-6587900,OWOU6104,2366-2252-9055-9248,1
A-6610882,DPSA5910,2366-917-8678-719,1
A-6610936,UOEN2746,2366-9378-2141-5813,1
A-6618225,ZSOP2421,2366-3237-9309-886,1
A-6622164,AXVS5368,2366-1688-490-1789,1
A-6629663,SKHN5569,2366-6342-8721-822,1
A-6643497,KCEX8734,2366-4088-370-9923,1
A-6653300,SFXE7704,2366-9726-6871-1821,1
A-6660882,JDAU4753,2366-5696-982-1931,1
A-6661856,UGEI4994,2366-6036-6703-6175,1
A-6662289,FLWV4134,2366-1235-4768-4032,1
A-6664822,GHFW1336,2366-3976-7773-7772,1
A-6675750,QKQS3521,2366-4597-8401-5600,1
A-6676617,ZGUN2266,2366-5338-292-3993,1
A-6677361,KIVA3119,2366-4551-7739-5313,1
A-6679853,MXWX5910,2366-9000-1331-8272,1
A-6682506,LHZU8704,2366-6192-4875-905,1
A-6689553,WBKC1642,2366-1438-5773-3876,1
A-6693559,VXGW7341,2366-5050-7415-4177,1
A-6697391,OLTA1668,2366-7008-1617-1364,1
A-6712701,ANWA1999,2366-2733-7587-8432,1
A-6720346,WNBW5362,2366-5536-1885-5582,1
A-6726431,DWKR8795,2366-6002-8401-3887,1
A-6733476,FCCY4997,2366-5329-8190-9541,1
A-6753234,PZJB1600,2366-1118-9684-4969,1
A-6756315,MXQT3121,2366-8579-1313-4556,1
A-6759315,OBTL8145,2366-2250-1112-5394,1
A-6763717,UIPC8429,2366-440-2909-1646,1
A-6770386,CKFQ7230,2366-4312-4108-6246,1
A-6795361,HWWM3136,2366-5449-9861-2829,1
A-6796361,ARQY2521,2366-5120-7486-3491,1
A-6804631,MVIC2330,2366-3552-5509-4070,1
A-6809643,BVQO8775,2366-4610-8342-8770,1
A-6815875,OAEO2736,2366-8144-7067-4410,1
A-6819388,VKEJ1909,2366-5598-4213-5050,1
A-6821786,FFLO1916,2366-3740-6495-9517,1
A-6824330,MLRU3514,2366-7441-1405-8297,1
A-6831297,ACTC5427,2366-7296-7311-5754,1
A-6834833,GDWA1246,2366-2505-7223-5624,1
A-6844757,BOXJ8701,2366-1137-5195-5595,1
A-6853311,PQAU5994,2366-4493-6484-3547,1
A-6860643,LHET2745,2366-1689-1113-6125,1
A-6861549,IUJO4977,2366-2080-6667-3217,1
A-6863700,KOZB7622,2366-1055-8148-5195,1
A-6864023,IZSK7809,2366-5069-1481-1632,1
A-6864814,MEZC7579,2366-314-4368-1775,1
A-6876611,LVSA3536,2366-6490-6853-1003,1
A-6888018,HVBF6726,2366-4270-2160-74,1
A-6890374,KHHX3828,2366-7715-39-7191,1
A-6892681,IHPG2722,2366-505-4006-2840,1
A-6897904,UPQZ6282,2366-3998-5655-5120,1
A-6911004,MYDA6421,2366-9107-7971-1668,1
A-6915668,SRNV1941,2366-6094-5008-1614,1
A-6920311,PRLD8143,2366-2598-9358-6153,1
A-6941697,SAIH7590,2366-8664-435-8091,1
A-6942413,AYOQ9881,2366-7136-2923-8732,1
A-6944633,UKFA2686,2366-5521-4066-8453,1
A-6944649,BCWT2421,2366-8377-682-8771,1
A-6946551,IIBW8662,2366-265-8407-1029,1
A-6947099,HOHX4620,2366-6616-4767-1630,1
A-6964984,IYCD2835,2366-8394-3260-9813,1
A-6988210,VNTL7062,2366-6521-3830-305,1
A-6990370,ABQJ6097,2366-7755-3822-2034,1
A-7001940,WLAK3694,2366-2072-1603-9960,1
A-7015975,GQQN8093,2366-1508-7362-8177,1
A-7022760,VQUW9555,2366-7572-2391-5945,1
A-7023550,LNXH3580,2366-2201-6840-1153,1
A-7034874,AOFM4192,2366-6392-4925-107,1
A-7041902,ZYJS2624,2366-3209-7303-8177,1
A-7046488,CMFP6794,2366-2308-9704-8753,1
A-7047900,JOZM2523,2366-1413-6959-6078,1
A-7055464,OHWY1587,2366-425-2988-8008,1
A-7060732,BDLX7815,2366-2560-990-8661,1
A-7068157,IFKE1574,2366-9050-1523-2338,1
A-7068370,VHIC2276,2366-8436-3492-7461,1
A-7073735,UYYC9546,2366-3805-5284-7102,1
A-7075822,VGOY8910,2366-2074-8632-9915,1
A-7076367,CWOV8773,2366-4810-866-6429,1
A-7082291,CNQG1313,2366-2358-2211-7009,1
A-7082291,CNQG1313,2366-5436-7094-9716,0
A-7084919,NTZE4950,2366-4739-5938-8474,1
A-7095384,REHP1287,2366-1361-3712-5503,1
A-7109245,FOQU8543,2366-250-4904-1256,1
A-7111949,CLMR8480,2366-4932-1183-892,1
A-7119022,JRAD5446,2366-6011-8971-2456,1
A-7126373,NDST9386,2366-7025-3876-2421,1
A-7139548,QVGJ1300,2366-1325-6407-5433,1
A-7147475,WOSX8227,2366-3197-9346-25,1
A-7156532,QJBA4459,2366-4795-1094-1255,1
A-7158234,AUSL3476,2366-8787-5285-667,1
A-7171251,IVJU1605,2366-4833-6974-5602,1
A-7172262,FBDF2051,2366-1073-8076-3818,1
A-7177924,PRLQ2061,2366-4211-2946-171,1
A-7208804,POEZ7032,2366-1364-7061-4367,1
A-7208876,TPHR9324,2366-4328-3366-5367,1
A-7218204,GGYJ3106,2366-24-3552-5575,1
A-7224496,VSFF1964,2366-9591-992-8736,1
A-7226178,HCUL1849,2366-4291-7967-8401,1
A-7241069,XKEA3578,2366-5044-122-7110,1
A-7241181,APVI4104,2366-2281-7786-8234,1
A-7262916,CSIU1391,2366-2405-2301-3219,1
A-7265839,MVFM6554,2366-6557-8867-3506,1
A-7268681,SDVA7807,2366-6381-6209-9701,1
A-7273590,QYMS7697,2366-1730-6671-3571,1
A-7276102,WLHO6405,2366-6112-1521-5995,1
A-7280334,MPUY3378,2366-5283-838-952,1
A-7293766,GXZZ7950,2366-908-5768-994,1
A-7295783,SOFT6324,2366-5146-5945-7960,1
A-7300939,YTML9501,2366-3122-2856-1143,1
A-7314175,ECOW4626,2366-566-9377-98,1
A-7317792,BZQH1747,2366-5264-4314-7392,1
A-7333139,POHG5299,2366-9816-6388-3605,1
A-7333298,YGLC2065,2366-1170-4543-6636,1
A-7336363,VUZT9464,2366-5603-7221-3926,1
A-7339464,RKFY2959,2366-812-8196-2007,1
A-7342306,VHMI4962,2366-5536-8598-3071,1
A-7343716,KEIT3983,2366-8635-4594-6729,1
A-7344334,XHXJ8315,2366-792-4734-2507,1
A-7349193,OUIB4102,2366-4797-4488-9027,1
A-7356596,DPBY5048,2366-6573-4077-8956,1
A-7365601,OYTK2578,2366-3473-9535-7521,1
A-7370366,JNNA1366,2366-1504-4536-1134,1
A-7372156,LNFD9566,2366-7728-2289-7974,1
A-7380828,UNZY7381,2366-8802-4469-7747,1
A-7383372,NNMF9266,2366-9189-3717-4968,1
A-7385955,VAGZ3607,2366-4997-7483-6650,1
A-7390701,UIGQ3196,2366-7166-6789-5224,1
A-7390701,UIGQ3196,2366-1818-1811-9016,0
A-7395287,TETX1636,2366-2848-6825-2501,1
A-7395478,BPPU7895,2366-5173-3893-2302,1
A-7396854,LIHK8948,2366-2731-4661-1390,1
A-7411404,JETR6408,2366-9533-1807-4660,1
A-7424943,TFYN6644,2366-9076-2390-7445,1
A-7425400,POTK3923,2366-7355-4238-9091,1
A-7434447,AABZ5110,2366-2644-4065-9272,1
A-7434726,OGEJ9390,2366-346-64-2315,1
A-7435885,IJNU5977,2366-9311-5715-9856,1
A-7438430,TNKU8607,2366-3973-2907-8827,1
A-7444720,YXJZ6997,2366-2245-7756-9214,1
A-7466681,LFFG8070,2366-3668-9594-7065,1
A-7483691,ASQJ8637,2366-4296-4037-1764,1
A-7484052,XBNF2678,2366-147-8561-6735,1
A-7488309,KVNK2472,2366-9375-8812-1786,1
A-7496483,OHGY5503,2366-7297-9684-4896,1
A-7500036,QMHG7674,2366-4556-3617-5083,1
A-7505089,EWWK2932,2366-7788-8464-5111,1
A-7510023,TDAZ8027,2366-330-9575-13,1
A-7534569,HFFA8187,2366-3329-1907-5145,1
A-7538202,TSCM8381,2366-1055-2015-9598,1
A-7582770,FAEQ6518,2366-3978-5552-7467,1
A-7615148,PELA8866,2366-8077-1069-7569,1
A-7619307,OIDZ4338,2366-4235-1451-2710,1
A-7624129,RSOF4412,2366-7859-485-4049,1
A-7634918,RGBB7830,2366-1712-9525-2809,1
A-7638923,GDOO7943,2366-9253-7062-8705,1
A-7639712,SRJS5246,2366-5201-117-6342,1
A-7645522,FHGY9693,2366-4435-5497-8224,1
A-7648452,QOMU1124,2366-6027-3913-6959,1
A-7649189,TSUS6367,2366-8143-7318-4014,1
A-7665706,PCQM3611,2366-7064-3750-2204,1
A-7674812,SUJM7998,2366-6750-6726-9658,1
A-7685258,FHDO7722,2366-7832-6461-9090,1
A-7691592,ZCQN6568,2366-6208-3821-1998,1
A-7698928,GOPH6710,2366-341-350-5560,1
A-7699263,SCBP8077,2366-1830-8401-2426,1
A-7706832,GHIE7679,2366-3550-5879-3328,1
A-7709815,RMRP6158,2366-2589-2584-6106,1
A-7728236,WQXR7372,2366-9759-3004-1545,1
A-7731230,OPHM9716,2366-6435-2987-5775,1
A-7742636,PDBL4005,2366-3896-7237-4300,1
A-7752761,HVWW9437,2366-4447-1458-6073,1
A-7753761,AYXU7225,2366-9841-3110-9493,1
A-7754196,NBCE3007,2366-9421-1219-2181,1
A-7759201,DZOT2812,2366-592-1275-308,1
A-7771222,CEIB8308,2366-1414-3719-3994,1
A-7796492,KXTY2907,2366-8436-8081-6963,1
A-7802435,NSFE4303,2366-3457-7389-3847,1
A-7810730,LFPM5764,2366-6292-6702-2888,1
A-7817943,YIFK8581,2366-8335-6778-3502,1
A-7824620,RXYI1547,2366-4810-6310-5201,1
A-7825472,SZCH3530,2366-4503-130-5498,1
A-7839704,XGGL3417,2366-5221-3968-8530,1
A-7842538,JKNT6134,2366-7359-9992-589,1
A-7858264,QOUN3665,2366-5975-9557-517,1
A-7877558,RBIM3787,2366-6957-1768-1626,1
A-7879912,AFDQ1814,2366-4391-623-1488,1
A-7889581,TZVR3431,2366-1089-6176-1843,1
A-7926712,GBZO1427,2366-397-8691-2339,1
A-7932052,SEMI4765,2366-2269-4815-305,1
A-7933458,MIXT4068,2366-2015-2649-6229,1
A-7957369,TCMA1422,2366-8501-4430-6491,1
A-7960916,DYPF2955,2366-8354-6275-3053,1
A-7961990,HQEO1976,2366-3381-6231-7528,1
A-7962254,ZFRT5918,2366-1588-6242-4448,1
A-7974152,JPLT3135,2366-9113-5820-7110,1
A-7975637,EEXU4310,2366-577-7401-677,1
A-7978532,XBCQ5131,2366-808-5198-3680,1
A-7979040,GVBA4256,2366-1520-6009-8311,1
A-7979377,AIYD5411,2366-3181-6259-4671,1
A-7979512,NETS1226,2366-9067-9222-6019,1
A-7985334,CYVY8211,2366-4073-1362-1483,1
A-8003328,LJAV8957,2366-2025-7268-2483,1
A-8005093,BASN1715,2366-6024-9305-7355,1
A-8016911,SDIN2349,2366-2255-3752-9556,1
A-8016911,SDIN2349,2366-3462-8181-1690,0
A-8032199,IBZG3924,2366-7944-1158-6330,1
A-8035464,GBUQ1822,2366-7947-5814-405,1
A-8036082,OPMY8719,2366-6789-1125-1658,1
A-8058569,SPKP5333,2366-9707-8712-1874,1
A-8074061,ANVU7861,2366-2871-1119-2287,1
A-8076141,ZOTD1632,2366-799-3868-2017,1
A-8079903,LVWB9398,2366-2784-1434-4682,1
A-8081415,XTAZ1398,2366-8594-3140-6795,1
A-8081861,GRBR5556,2366-3491-3254-6595,1
A-8083655,IAXT4272,2366-6907-8793-8458,1
A-8083728,XXPZ6735,2366-6230-7033-9303,1
A-8084946,MQWG2086,2366-9298-6510-1919,1
A-8099950,TTUG3299,2366-7530-1564-1929,1
A-8099950,TTUG3299,2366-8031-3320-4247,0
A-8102392,IHND7750,2366-1282-2681-5898,1
A-8103127,VEDR7347,2366-8679-5011-6568,1
A-8103761,CHTS2346,2366-4635-3748-3483,1
A-8111619,BRBZ2442,2366-6656-3824-90,1
A-8144743,YLTR6225,2366-8013-1164-4448,1
A-8158731,AUOS1405,2366-5607-1486-5155,1
A-8159903,QQJR4689,2366-2311-9985-9166,1
A-8160723,KXDS6535,2366-3052-3045-832,1
A-8184297,DHOX1708,2366-3812-7607-1554,1
A-8190765,QXQG9321,2366-730-7384-2575,1
A-8192803,GHGF1306,2366-4909-1795-6988,1
A-8194039,SDVI5336,2366-3347-410-2415,1
A-8218974,BQGG2824,2366-1719-5350-9219,1
A-8232519,JPFR6936,2366-1418-9276-9800,1
A-8235630,JZDO6815,2366-4164-5741-564,1
A-8236136,ILGQ6209,2366-9693-6669-3300,1
A-8239217,MAIL7639,2366-5805-5060-1490,1
A-8252081,BKQY5859,2366-2563-1800-7791,1
A-8255618,MBBS6356,2366-7583-5736-9657,1
A-8257465,XYNR1138,2366-4413-6995-6543,1
A-8265753,EBOC8100,2366-771-9200-2867,1
A-8275178,FVPF7233,2366-9463-9950-2668,1
A-8292380,DNDZ9481,2366-3818-8735-5274,1
A-8295511,CUBS1885,2366-3344-5890-2527,1
A-8302045,IBPN2880,2366-6290-3617-2559,1
A-8307401,CXTN2240,2366-2649-4743-5802,1
A-8338397,EBFJ6758,2366-9878-5300-9597,1
A-8341875,TWPD5193,2366-7558-8732-4106,1
A-8346039,QCFM8582,2366-5387-5319-7513,1
A-8350720,NTZA9904,2366-6094-8293-3188,1
